ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,ChineseName,SubGroup,DialectGroup,Location
Suansu,Suansu,suan1234,,,,24.806681,93.941689,Isolate,,,,Manipur
